Radiated power per atom (W m3) as a function dwell time.
Temperature :      1.0 -  40000.0 eV
Density     : 1.00e+20m-3
   200     5  # Te values, dwell time

Source data:
acd : /home/adas/adas/adf11/acd96/acd96_ne.dat
scd : /home/adas/adas/adf11/scd96/scd96_ne.dat
plt : /home/adas/adas/adf11/plt96/plt96_ne.dat
prb : /home/adas/adas/adf11/prb96/prb96_ne.dat

Te[eV]
 7.845e-33 7.831e-33 7.806e-33 7.771e-33 7.730e-33 7.688e-33 7.655e-33 7.638e-33
 7.651e-33 7.716e-33 7.874e-33 8.175e-33 8.617e-33 9.108e-33 9.421e-33 9.274e-33
 8.563e-33 7.558e-33 6.727e-33 6.295e-33 6.113e-33 6.022e-33 5.957e-33 5.902e-33
 5.850e-33 5.802e-33 5.757e-33 5.719e-33 5.693e-33 5.701e-33 5.782e-33 5.978e-33
 6.298e-33 6.711e-33 7.143e-33 7.511e-33 7.757e-33 7.865e-33 7.857e-33 7.779e-33
 7.680e-33 7.599e-33 7.539e-33 7.495e-33 7.461e-33 7.433e-33 7.408e-33 7.380e-33
 7.350e-33 7.316e-33 7.281e-33 7.245e-33 7.209e-33 7.173e-33 7.138e-33 7.103e-33
 7.069e-33 7.036e-33 7.003e-33 6.970e-33 6.938e-33 6.906e-33 6.875e-33 6.843e-33
 6.812e-33 6.781e-33 6.750e-33 6.720e-33 6.690e-33 6.660e-33 6.630e-33 6.601e-33
 6.571e-33 6.542e-33 6.514e-33 6.485e-33 6.457e-33 6.429e-33 6.401e-33 6.373e-33
Lz[Wm**3] for tau[ms]=   10.0
 1.517e-39 3.541e-39 8.004e-39 1.748e-38 3.677e-38 7.430e-38 1.434e-37 2.619e-37
 4.474e-37 7.055e-37 1.017e-36 1.339e-36 1.628e-36 1.876e-36 2.119e-36 2.442e-36
 2.977e-36 3.930e-36 5.643e-36 8.697e-36 1.409e-35 2.344e-35 3.917e-35 6.430e-35
 1.021e-34 1.555e-34 2.273e-34 3.206e-34 4.387e-34 5.858e-34 7.668e-34 9.878e-34
 1.255e-33 1.576e-33 1.958e-33 2.411e-33 2.941e-33 3.557e-33 4.259e-33 5.043e-33
 5.902e-33 6.830e-33 7.833e-33 8.931e-33 1.015e-32 1.153e-32 1.310e-32 1.487e-32
 1.683e-32 1.895e-32 2.118e-32 2.347e-32 2.576e-32 2.801e-32 3.018e-32 3.224e-32
 3.418e-32 3.600e-32 3.770e-32 3.931e-32 4.083e-32 4.228e-32 4.363e-32 4.486e-32
 4.590e-32 4.664e-32 4.692e-32 4.652e-32 4.525e-32 4.298e-32 3.976e-32 3.582e-32
 3.150e-32 2.715e-32 2.305e-32 1.938e-32 1.621e-32 1.354e-32 1.133e-32 9.522e-33
 8.048e-33 6.852e-33 5.880e-33 5.089e-33 4.442e-33 3.912e-33 3.474e-33 3.109e-33
 2.805e-33 2.551e-33 2.337e-33 2.160e-33 2.012e-33 1.893e-33 1.798e-33 1.726e-33
 1.676e-33 1.647e-33 1.638e-33 1.649e-33 1.677e-33 1.723e-33 1.785e-33 1.861e-33
 1.947e-33 2.042e-33 2.141e-33 2.239e-33 2.332e-33 2.415e-33 2.482e-33 2.529e-33
 2.555e-33 2.557e-33 2.539e-33 2.501e-33 2.447e-33 2.381e-33 2.306e-33 2.226e-33
 2.144e-33 2.063e-33 1.983e-33 1.907e-33 1.835e-33 1.767e-33 1.706e-33 1.651e-33
 1.603e-33 1.565e-33 1.542e-33 1.537e-33 1.551e-33 1.574e-33 1.581e-33 1.539e-33
 1.437e-33 1.306e-33 1.197e-33 1.133e-33 1.097e-33 1.072e-33 1.052e-33 1.034e-33
 1.017e-33 1.001e-33 9.871e-34 9.744e-34 9.640e-34 9.578e-34 9.601e-34 9.754e-34
 1.005e-33 1.045e-33 1.089e-33 1.127e-33 1.152e-33 1.162e-33 1.160e-33 1.150e-33
 1.137e-33 1.128e-33 1.120e-33 1.115e-33 1.112e-33 1.109e-33 1.107e-33 1.105e-33
 1.103e-33 1.100e-33 1.098e-33 1.096e-33 1.095e-33 1.093e-33 1.092e-33 1.091e-33
 1.091e-33 1.090e-33 1.090e-33 1.090e-33 1.090e-33 1.090e-33 1.090e-33 1.090e-33
 1.091e-33 1.091e-33 1.092e-33 1.093e-33 1.094e-33 1.095e-33 1.096e-33 1.097e-33
 1.099e-33 1.100e-33 1.102e-33 1.104e-33 1.106e-33 1.108e-33 1.110e-33 1.112e-33
Lz[Wm**3] for tau[ms]=  100.0
 1.991e-39 4.811e-39 1.122e-38 2.516e-38 5.405e-38 1.103e-37 2.111e-37 3.710e-37
 5.837e-37 8.076e-37 9.863e-37 1.093e-36 1.148e-36 1.198e-36 1.307e-36 1.561e-36
 2.092e-36 3.127e-36 5.078e-36 8.687e-36 1.525e-35 2.673e-35 4.566e-35 7.457e-35
 1.158e-34 1.715e-34 2.443e-34 3.374e-34 4.546e-34 6.005e-34 7.804e-34 1.000e-33
 1.268e-33 1.589e-33 1.974e-33 2.432e-33 2.970e-33 3.594e-33 4.302e-33 5.086e-33
 5.937e-33 6.855e-33 7.852e-33 8.954e-33 1.019e-32 1.161e-32 1.321e-32 1.503e-32
 1.703e-32 1.918e-32 2.142e-32 2.370e-32 2.597e-32 2.818e-32 3.031e-32 3.232e-32
 3.421e-32 3.597e-32 3.763e-32 3.919e-32 4.068e-32 4.209e-32 4.339e-32 4.454e-32
 4.543e-32 4.591e-32 4.570e-32 4.452e-32 4.212e-32 3.849e-32 3.391e-32 2.889e-32
 2.394e-32 1.944e-32 1.560e-32 1.243e-32 9.901e-33 7.905e-33 6.343e-33 5.124e-33
 4.172e-33 3.427e-33 2.842e-33 2.380e-33 2.015e-33 1.725e-33 1.494e-33 1.310e-33
 1.163e-33 1.046e-33 9.535e-34 8.826e-34 8.303e-34 7.949e-34 7.754e-34 7.712e-34
 7.818e-34 8.068e-34 8.458e-34 8.983e-34 9.633e-34 1.040e-33 1.125e-33 1.218e-33
 1.313e-33 1.408e-33 1.497e-33 1.575e-33 1.635e-33 1.673e-33 1.685e-33 1.672e-33
 1.636e-33 1.580e-33 1.511e-33 1.433e-33 1.351e-33 1.269e-33 1.190e-33 1.114e-33
 1.044e-33 9.798e-34 9.210e-34 8.675e-34 8.191e-34 7.753e-34 7.358e-34 7.003e-34
 6.683e-34 6.399e-34 6.151e-34 5.942e-34 5.769e-34 5.622e-34 5.473e-34 5.287e-34
 5.053e-34 4.800e-34 4.579e-34 4.413e-34 4.284e-34 4.174e-34 4.074e-34 3.983e-34
 3.900e-34 3.824e-34 3.755e-34 3.692e-34 3.636e-34 3.589e-34 3.555e-34 3.538e-34
 3.539e-34 3.555e-34 3.578e-34 3.598e-34 3.608e-34 3.606e-34 3.594e-34 3.576e-34
 3.559e-34 3.547e-34 3.540e-34 3.536e-34 3.537e-34 3.541e-34 3.547e-34 3.555e-34
 3.566e-34 3.579e-34 3.595e-34 3.612e-34 3.632e-34 3.655e-34 3.680e-34 3.707e-34
 3.736e-34 3.765e-34 3.796e-34 3.827e-34 3.859e-34 3.890e-34 3.923e-34 3.957e-34
 3.993e-34 4.030e-34 4.068e-34 4.107e-34 4.147e-34 4.189e-34 4.231e-34 4.275e-34
 4.320e-34 4.366e-34 4.413e-34 4.461e-34 4.510e-34 4.560e-34 4.611e-34 4.663e-34
Lz[Wm**3] for tau[ms]= 1000.0
 2.089e-39 5.089e-39 1.197e-38 2.708e-38 5.863e-38 1.204e-37 2.306e-37 4.023e-37
 6.205e-37 8.320e-37 9.800e-37 1.051e-36 1.078e-36 1.110e-36 1.211e-36 1.464e-36
 2.001e-36 3.055e-36 5.052e-36 8.766e-36 1.554e-35 2.738e-35 4.678e-35 7.616e-35
 1.177e-34 1.736e-34 2.463e-34 3.393e-34 4.564e-34 6.021e-34 7.818e-34 1.002e-33
 1.269e-33 1.591e-33 1.976e-33 2.435e-33 2.974e-33 3.599e-33 4.308e-33 5.091e-33
 5.941e-33 6.858e-33 7.855e-33 8.957e-33 1.020e-32 1.161e-32 1.323e-32 1.505e-32
 1.706e-32 1.921e-32 2.145e-32 2.373e-32 2.599e-32 2.820e-32 3.032e-32 3.233e-32
 3.421e-32 3.597e-32 3.762e-32 3.918e-32 4.066e-32 4.207e-32 4.336e-32 4.450e-32
 4.538e-32 4.581e-32 4.553e-32 4.423e-32 4.167e-32 3.785e-32 3.310e-32 2.795e-32
 2.296e-32 1.848e-32 1.470e-32 1.162e-32 9.186e-33 7.279e-33 5.799e-33 4.652e-33
 3.761e-33 3.067e-33 2.524e-33 2.099e-33 1.765e-33 1.501e-33 1.292e-33 1.126e-33
 9.955e-34 8.927e-34 8.131e-34 7.532e-34 7.107e-34 6.839e-34 6.721e-34 6.747e-34
 6.914e-34 7.218e-34 7.655e-34 8.220e-34 8.903e-34 9.692e-34 1.057e-33 1.150e-33
 1.245e-33 1.339e-33 1.425e-33 1.498e-33 1.552e-33 1.582e-33 1.586e-33 1.565e-33
 1.520e-33 1.457e-33 1.383e-33 1.301e-33 1.218e-33 1.137e-33 1.059e-33 9.859e-34
 9.189e-34 8.579e-34 8.027e-34 7.529e-34 7.080e-34 6.676e-34 6.313e-34 5.984e-34
 5.687e-34 5.418e-34 5.174e-34 4.952e-34 4.752e-34 4.569e-34 4.401e-34 4.241e-34
 4.089e-34 3.945e-34 3.814e-34 3.697e-34 3.592e-34 3.496e-34 3.408e-34 3.327e-34
 3.254e-34 3.186e-34 3.125e-34 3.069e-34 3.018e-34 2.973e-34 2.934e-34 2.900e-34
 2.872e-34 2.849e-34 2.830e-34 2.814e-34 2.800e-34 2.787e-34 2.777e-34 2.768e-34
 2.762e-34 2.758e-34 2.757e-34 2.759e-34 2.763e-34 2.770e-34 2.779e-34 2.791e-34
 2.805e-34 2.822e-34 2.841e-34 2.862e-34 2.886e-34 2.912e-34 2.941e-34 2.972e-34
 3.004e-34 3.037e-34 3.070e-34 3.105e-34 3.139e-34 3.174e-34 3.210e-34 3.248e-34
 3.287e-34 3.326e-34 3.368e-34 3.410e-34 3.453e-34 3.498e-34 3.544e-34 3.590e-34
 3.638e-34 3.687e-34 3.737e-34 3.788e-34 3.840e-34 3.893e-34 3.947e-34 4.002e-34
Lz[Wm**3] in equilibrium - infinite confinement
 2.101e-39 5.124e-39 1.206e-38 2.733e-38 5.923e-38 1.217e-37 2.332e-37 4.064e-37
 6.253e-37 8.351e-37 9.793e-37 1.046e-36 1.070e-36 1.100e-36 1.200e-36 1.453e-36
 1.991e-36 3.047e-36 5.049e-36 8.776e-36 1.557e-35 2.746e-35 4.691e-35 7.635e-35
